Entity Type,License Number,Sidewalk Cafe Type,Lic Area Sq Ft,Entity Name,Camis Trade Name,Address Bldg,Address Street Name,Address Location,Address City,Address State,Address Zip Code,Camis Phone Number
SIDEWALK CAFE,1221200,Unenclosed,280,"WUCOM, INC",SUSHID,207,DEKALB AVENUE,,BROOKLYN,NY,11205,7188580058
SIDEWALK CAFE,1221449,Unenclosed,33,PEPE'S REST. GROUP LLC.,,170,WEST    4 STREET,,NEW YORK,NY,10014,6464157924
SIDEWALK CAFE,1221543,Unenclosed,138,"THINK RESTAURANTS, LLC",,102,EIGHTH AVENUE,,NEW YORK,NY,10011,2125131988
SIDEWALK CAFE,1221586,Unenclosed,202,"54TH STREET BAKERY, LLC.",CAFE METRO,839,SEVENTH AVENUE,,NEW YORK,NY,10019,2129837474
SIDEWALK CAFE,1221677,Unenclosed,185,PORTO RESTAURANT INC.,,574,6 AVENUE,,NEW YORK,NY,10011,2126918465
SIDEWALK CAFE,1222107,Unenclosed,608,41-08 RESTAURANT CORP.,CHRISTOS STEAK HOUSE,41-08,23 AVENUE,,QUEENS,NY,11105,7187778400
SIDEWALK CAFE,1222176,Unenclosed,261,SILVER MOON BAKERY INC.,,2740,BROADWAY,,NEW YORK,NY,10025,2128664717
SIDEWALK CAFE,1222183,Unenclosed,58,MAGENTA PICCOLO CORP.,,1728,SECOND AVENUE,,NEW YORK,NY,10128,2124260919
SIDEWALK CAFE,1222186,Unenclosed,99,NSCF NY INC.,SOFIA'S CUCINA,143,MULBERRY STREET,,NEW YORK,NY,10013,2122199799
SIDEWALK CAFE,1222193,Unenclosed,216,92 ADRIANNA INC.,,92,SECOND AVENUE,,NEW YORK,NY,10003,2125292563
SIDEWALK CAFE,1222376,Enclosed,,BAROSA INC.,,62-29,WOODHAVEN BOULEVARD,,REGO PARK,NY,11374,7184241455
SIDEWALK CAFE,1222470,Unenclosed,451,PHILLIPOS RESTAURANT INC.,,1678,3 AVENUE,,NEW YORK,NY,10128,2128311800
SIDEWALK CAFE,1222976,Unenclosed,348,"LOS POLLITOS III, INC",LA STALLA RESTAURANT,499,MYRTLE AVENUE,,BROOKLYN,NY,11205,9177538795
SIDEWALK CAFE,1223078,Unenclosed,87,1465 3RD AVE. REST. CORP.,GAEL PUB,1465,THIRD AVENUE,,NEW YORK,NY,10028,9146326036
SIDEWALK CAFE,1223194,Unenclosed,414,GRAND ITALIAN FOOD CENTER LLC,GRAND ITALIAN FOOD CENTER,186,GRAND STREET,,NEW YORK,NY,10013,9146326036
SIDEWALK CAFE,1223457,Unenclosed,139,"WEST BROADWAY MANAGEMENT, LLC.",,179,WEST BROADWAY,,NEW YORK,NY,10013,2123433883
SIDEWALK CAFE,1223566,Enclosed,288,"CAFE 71, INC.",,2061,BROADWAY,,NEW YORK,NY,10023,2128752100
SIDEWALK CAFE,1223889,Enclosed,,DOMINICAN DINER RESTAURANT CORP.,,71-02,KISSENA BOULEVARD,,FLUSHING,NY,11367,7187938270
SIDEWALK CAFE,1223897,Unenclosed,120,NEO HOSPITALITY LLC.,,270,MADISON AVENUE,,NEW YORK,NY,10016,2122132440
SIDEWALK CAFE,1224192,Unenclosed,38,"LA GAULE, INC.",,188,ORCHARD STREET,,NEW YORK,NY,10002,2126775200
SIDEWALK CAFE,1224204,Unenclosed,506,156 TENTH AVENUE RESTAURANT LLC,10TH AVENUE COOKSHOP,156,10 AVENUE,AKA 460 WEST 20TH STREET,NEW YORK,NY,10011,2129244440
SIDEWALK CAFE,1224578,Unenclosed,228,NOOR EL HADA CORP,,24-25,STEINWAY STREET,,QUEENS,NY,11103,7187219010
SIDEWALK CAFE,1224759,Unenclosed,542,"SOL'S RESTAURANT,INC",IL SOLE,233,DYCKMAN STREET,,NEW YORK,NY,10034,2125440406
SIDEWALK CAFE,1224900,Enclosed,211,MADISON ON COLUMBUS CORP,,244-246,COLUMBUS AVENUE,,NEW YORK,NY,10023,2125801516
SIDEWALK CAFE,1224915,Unenclosed,177,8868 CORP.,VERMICELLI,1492,2 AVENUE,,NEW YORK,NY,10075,2122888868
SIDEWALK CAFE,1225069,Unenclosed,177,VIRGILIA CAFE INC.,ANTONUCCI,168,EAST   81 STREET,,NEW YORK,NY,10028,2125704735
SIDEWALK CAFE,1225525,Unenclosed,349,HAVANA CENTRAL NY 3 LLC,,2911,BROADWAY,,NEW YORK,NY,10025,2126628830
SIDEWALK CAFE,1225841,Unenclosed,111,"G.D.P. ENTERPRISES, INC.",AGOZAR,324,BOWERY,,NEW YORK,NY,10012,2126776773
SIDEWALK CAFE,1225847,Unenclosed,288,MOUQUINHO ENTERPRISES INC.,,549,GREENWICH STREET,,NEW YORK,NY,10013,2129249532
SIDEWALK CAFE,1225897,Unenclosed,103,J.M.M.T. CAFE INC,,360,THIRD AVENUE,,NEW YORK,NY,10016,2126962122
SIDEWALK CAFE,1226076,Unenclosed,288,LADL LLC.,,80,UNIVERSITY PLACE,,NEW YORK,NY,10003,2126273706
SIDEWALK CAFE,1226371,Unenclosed,162,"MANHATTAN ISLAND GROUP, LLC.",,146,BEEKMAN STREET,,NEW YORK,NY,10038,2129620053
SIDEWALK CAFE,1226454,Unenclosed,309,THE HOLY GRAIL INC.,,160,COURT STREET,,BROOKLYN,NY,11201,7186252835
SIDEWALK CAFE,1227042,Unenclosed,416,114 KENMARE ASSOCIATES LLC,LA ESQUINA,114,KENMARE STREET,,NEW YORK,NY,10012,6466137100
SIDEWALK CAFE,1227073,Unenclosed,229,LUCKY 13 LLC,,355,WEST   14 STREET,,NEW YORK,NY,10014,9148047430
SIDEWALK CAFE,1227347,Unenclosed,167,NAT OF NY CORP.,OH MAMA MIA,1471,SECOND AVENUE,,NEW YORK,NY,10075,2122884045
SIDEWALK CAFE,1227438,Unenclosed,310,205 EAST 75TH STREET LLC,,205,EAST   75 STREET,,NEW YORK,NY,10021,2122271700
SIDEWALK CAFE,1227844,Unenclosed,198,"EMILIO'S ITALIAN EATERY, INC.",,413,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2124960890
SIDEWALK CAFE,1228752,Unenclosed,210,"K & L COURT FOOD, INC.",CHANCE,223,SMITH STREET,,BROOKLYN,NY,11201,7182421515
SIDEWALK CAFE,1228814,Unenclosed,214,VERO INC.,,1483,2 AVENUE,,NEW YORK,NY,10075,2124523354
SIDEWALK CAFE,1229522,Unenclosed,67,"9TH AVENUE SALOON, INC.",,627,NINTH AVENUE,,NEW YORK,NY,10036,2129749169
SIDEWALK CAFE,1229629,Enclosed,880,ERS ENTERPRISES INC.,,44,WEST   63 STREET,,NEW YORK,NY,10023,2129579700
SIDEWALK CAFE,1229855,Unenclosed,92,"LOCO 111, INC.",,111,STANTON STREET,,NEW YORK,NY,10002,2122539671
SIDEWALK CAFE,1229988,Unenclosed,242,MANETTA'S FINE FOOD CORP.,,1076,JACKSON AVENUE,,QUEENS,NY,11101,7187866171
SIDEWALK CAFE,1230448,Unenclosed,86,643 HUDSON LLC,,643,HUDSON STREET,,NEW YORK,NY,10014,2128076383
SIDEWALK CAFE,1230536,Unenclosed,320,IL MATTONE CORP.,,413,GREENWICH STREET,,NEW YORK CITY,NY,10013,2123430030
SIDEWALK CAFE,1230537,Unenclosed,401,ELSAYED III CORP.,HORUS CORP,293,EAST   10 STREET,,NEW YORK,NY,10009,2122284774
SIDEWALK CAFE,1230824,Unenclosed,228,MO & YEO CORP,,9324,3 AVENUE,,BROOKLYN,NY,11209,7185675741
SIDEWALK CAFE,1230929,Unenclosed,342,"VEZZO, INC.",,178,LEXINGTON AVENUE,,NEW YORK,NY,10016,2127161200
SIDEWALK CAFE,1231072,Unenclosed,170,"WINE AND ROSES BAR AND CAFES, LLC.",,286,COLUMBUS AVENUE,,NEW YORK,NY,10023,2125010001
SIDEWALK CAFE,1231318,Unenclosed,473,"MARTELL'S NYC, LLC.",,200,EAST   83 STREET,,NEW YORK,NY,10028,9175664966
SIDEWALK CAFE,1231784,Unenclosed,98,"NEW FUSHA, INC.",,1065,FIRST AVENUE,,NEW YORK,NY,10022,2127528883
SIDEWALK CAFE,1232028,Unenclosed,114,"1431 RESTAURANT, INC.",ZUCCHERO E POMODON,1435,SECOND AVENUE,,NEW YORK,NY,10021,2125852100
SIDEWALK CAFE,1232567,Unenclosed,369,"TRATTORIA ROMANA, INC",,1476,HYLAN BOULEVARD,,STATEN ISLAND,NY,10305,7189803113
SIDEWALK CAFE,1233115,Unenclosed,284,ENID'S CORPORATION,ENID'S,560,MANHATTAN AVENUE,,BROOKLYN,NY,11222,7183493859
SIDEWALK CAFE,1233131,Unenclosed,268,SMORGAS CHEF WEST VILLAGE LLC,SMORGAS CHEF,283,WEST   12 STREET,,NEW YORK,NY,10014,2125148411
SIDEWALK CAFE,1233220,Enclosed,269,MEHRAJ & SONS INC,,1149,1 AVENUE,,NEW YORK,NY,10065,2123713535
SIDEWALK CAFE,1233396,Unenclosed,232,STARBUCKS CORPORATION,STARBUCKS COFFEE,145,2 AVENUE,,NEW YORK,NY,10003,7189212736
SIDEWALK CAFE,1233427,Enclosed,,LENNY'S 54TH STREET LLC,,1024,SECOND AVENUE,,NEW YORK,NY,10022,2123555700
SIDEWALK CAFE,1233901,Unenclosed,109,SALVATORE'S CORP.,COPPOLAS,378,THIRD AVENUE,,NEW YORK,NY,10016,2126790070
SIDEWALK CAFE,1234454,Unenclosed,170,BURKE'S BEAL BOCHT CORP.,,445,WEST  238 STREET,,BRONX,NY,10463,7188847127
SIDEWALK CAFE,1234468,Unenclosed,260,NEW MEKONG RESTAURANT CORP.,,16-18,KING STREET,,NEW YORK,NY,10014,2123438169
SIDEWALK CAFE,1237141,Enclosed,,STARBUCKS CORPORATION,STARBUCKS COFFEE COMPANY,7419,3 AVENUE,,BROOKLYN,NY,11209,2063185682
SIDEWALK CAFE,1237547,Unenclosed,256,LENNY'S 77TH STREET LLC,,1481,SECOND AVENUE,,NEW YORK,NY,10021,2127602700
SIDEWALK CAFE,1238509,Unenclosed,480,MANGIA RESTAURANT CORPORATION,,34-01,30 AVENUE,,ASTORIA,NY,11103,6463272626
SIDEWALK CAFE,1239318,Enclosed,272,LENNY'S 77TH STREET LLC,,1481,SECOND AVENUE,,NEW YORK,NY,10075,2127602700
SIDEWALK CAFE,1240086,Unenclosed,97,PAESANO REST. CORP.,,136,MULBERRY STREET,,NEW YORK,NY,10013,2129651188
SIDEWALK CAFE,1242405,Unenclosed,373,301 EAST 47TH STREET RESTAURANT CORP,,888-890,SECOND AVENUE,,NEW YORK,NY,10017,2123555540
SIDEWALK CAFE,1243143,Unenclosed,157,MASANIELLO RESTAURANT CORP.,,72,5 AVENUE,,BROOKLYN,NY,11217,7185459137
SIDEWALK CAFE,1244047,Unenclosed,75,"78 SECOND AVENUE SANDWICH SHOP,INC.",,78,2 AVENUE,,NEW YORK,NY,10003,2122535410
SIDEWALK CAFE,1244698,Enclosed,,NPK DONUT INC,,96,EAST  161 STREET,,BRONX,NY,10451,7189931380
SIDEWALK CAFE,1244977,Unenclosed,108,"FOCACCERIA, LTD",,87,MACDOUGAL STREET,,NEW YORK,NY,10012,2122538049
SIDEWALK CAFE,1245257,Enclosed,161,THE SMOKE JOINT LLC,THE SMOKE JOINT,87,SOUTH ELLIOTT PLACE,,BROOKLYN,NY,11217,7187971011
SIDEWALK CAFE,1245357,Enclosed,323,JRC GROUP INC,,1501,2 AVENUE,,NEW YORK,NY,10075,2123270582
SIDEWALK CAFE,1245534,Unenclosed,234,PECK SLIP RESTAURANT CORP.,,22,PECK SLIP,,NEW YORK,NY,10038,9175189792
SIDEWALK CAFE,1245908,Unenclosed,97,"CAFFE VETRO, INC.",,200,MOTT STREET,,NEW YORK,NY,10012,2129660904
SIDEWALK CAFE,1246104,Unenclosed,305,DLS CHICKEN CORP,,355,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2127876631
SIDEWALK CAFE,1246497,Unenclosed,740,NEW YORK HOTEL TENANT CO. LLC,"THE RITZ-CARLTON NEW YORK, CENTRAL PARK",50,CENTRAL PARK SOUTH,,NEW YORK,NY,10019,2125216018
SIDEWALK CAFE,1247422,Unenclosed,280,TB 584 AMSTERDAM REST. CORP.,BODRUM,584,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2127992806
SIDEWALK CAFE,1247606,Unenclosed,180,"HILL COUNTRY NY, LLC",,30,WEST   26 STREET,,NEW YORK,NY,10010,2122554544
SIDEWALK CAFE,1247610,Unenclosed,112,243 DEKALB REST. CORP,,243,DEKALB AVENUE,,BROOKLYN,NY,11205,6463358195
SIDEWALK CAFE,1247774,Unenclosed,124,"MCCONNER STREET HOLDING, LLC",MC 104,2726,BROADWAY,,NEW YORK,NY,10025,2122228553
SIDEWALK CAFE,1248146,Unenclosed,153,THIRD AVENUE RESTAURANT CORP.,VILLAGE POURHOUSE,64,3 AVENUE,,NEW YORK,NY,10003,2123751396
SIDEWALK CAFE,1248153,Enclosed,,"BAC BARS GROUP, LLC.",BAYARD'S ALEHOUSE,533,HUDSON STREET,A/K/A 116 CHARLES STREET,NEW YORK,NY,10014,6462455843
SIDEWALK CAFE,1248301,Unenclosed,249,PONENTE LLC,NIZZA,628,NINTH AVENUE,,NEW YORK,NY,10036,2123332323
SIDEWALK CAFE,1248596,Unenclosed,167,MANNA KITCHEN INC,,28,EAST   18 STREET,,NEW YORK,NY,10003,2122281044
SIDEWALK CAFE,1248607,Unenclosed,304,BIDOCHONS CORP,,263,SMITH STREET,,BROOKLYN,NY,11231,7187970707
SIDEWALK CAFE,1248609,Unenclosed,58,H & R CAFE INC,,36 B,AVENUE A,,NEW YORK,NY,10009,2125337183
SIDEWALK CAFE,1248648,Unenclosed,380,247 DELI LLC,DELICATESSEN,265,LAFAYETTE STREET,A/K/A 54 PRINCE STREET,NEW YORK,NY,10012,6464725230
SIDEWALK CAFE,1248652,Unenclosed,140,22 EAST 54 STREET RESTAURANT CORP,PAPILLON,22,EAST   54 STREET,,NEW YORK,NY,10022,2125131988
SIDEWALK CAFE,1249100,Unenclosed,364,P & A 665 RESTAURANT CORP.,GALAXY DINER,665,9 AVENUE,,NEW YORK,NY,10036,2125864885
SIDEWALK CAFE,1249101,Unenclosed,220,S. WALLACE INC,,2,WEST   35 STREET,,NEW YORK,NY,10001,2125949343
SIDEWALK CAFE,1249286,Unenclosed,176,27-39 EAST 30 REST. CORP,THE CROOKED KNIFE,27-29,EAST   30 STREET,,NEW YORK,NY,10016,6463597372
SIDEWALK CAFE,1249289,Unenclosed,177,599 TENTH AVENUE CORP.,,599,10 AVENUE,,NEW YORK,NY,10036,2122398020
SIDEWALK CAFE,1249445,Unenclosed,353,LASAGNA RESTAURANT INC.,,941,2 AVENUE,,NEW YORK,NY,10022,2123085353
SIDEWALK CAFE,1249523,Unenclosed,184,AKRAM RESTAURANT MANAGEMENT INC,,129,MULBERRY STREET,,NEW YORK,NY,10013,2123439065
SIDEWALK CAFE,1249567,Unenclosed,369,BANCONE LLC,PETRARCA,34,WHITE STREET,,NEW YORK,NY,10013,2126252800
SIDEWALK CAFE,1249725,Unenclosed,190,CILANTRO WEST LLC,,485,COLUMBUS AVENUE,,NEW YORK,NY,10024,2125131988
SIDEWALK CAFE,1249806,Unenclosed,240,ROSE RESTAURANT GROUP INC,,142-144,BEEKMAN STREET,,NEW YORK,NY,10038,2125662220
SIDEWALK CAFE,1249978,Unenclosed,203,"1460 SECOND AVENUE RESTAURANT GROUP, LLC",,1460,2 AVENUE,,NEW YORK,NY,10021,2127510700
SIDEWALK CAFE,1250013,Unenclosed,340,"PANZI ENTERPRISES, LLC",PANCA,92,7 AVENUE SOUTH,,NEW YORK,NY,10014,2124883900
SIDEWALK CAFE,1250451,Unenclosed,76,41 WEST LLC,SHELLY'S NEW YORK,41,WEST   57 STREET,,NEW YORK,NY,10019,2127596644
SIDEWALK CAFE,1250556,Unenclosed,562,FUSION SUSHI INC.,,346,1 AVENUE,,NEW YORK,NY,10009,2129837474
SIDEWALK CAFE,1250569,Unenclosed,175,MUNDO MUNDO CORP.,MUNDO TAPAS,31-18,BROADWAY,STORE # E,ASTORIA,NY,11106,7187772829
SIDEWALK CAFE,1250691,Unenclosed,204,OUT OF THE KITCHEN INC.,,420,HUDSON STREET,,NEW YORK,NY,10014,6314248480
SIDEWALK CAFE,1250759,Unenclosed,555,SOUP KITCHEN ASSOC. LTD.,BISTRO 33,19-33,DITMARS BOULEVARD,,ASTORIA,NY,11105,7187211933
SIDEWALK CAFE,1251386,Unenclosed,127,L & J BRAZIL RESTAURANT INC,VIA BRAZIL,34,WEST   46 STREET,,NEW YORK,NY,10036,2126439271
SIDEWALK CAFE,1251398,Unenclosed,134,MADOVA LLC.,,1668,3 AVENUE,,NEW YORK,NY,10128,2124261416
SIDEWALK CAFE,1251412,Unenclosed,426,SAMMY'S S.B. REST. CORP.,SAMMY'S ORIGNAL SHRIMP BOX,64,CITY ISLAND AVENUE,,BRONX,NY,10464,7188853200
SIDEWALK CAFE,1251443,Unenclosed,180,"HAIRY MONK,CORP.",JOHNNY FOXES,1546,2 AVENUE,,NEW YORK,NY,10028,9176767817
SIDEWALK CAFE,1251799,Unenclosed,152,4N CORP,BLIND PIG,233,EAST   14 STREET,,NEW YORK,NY,10003,6462070087
SIDEWALK CAFE,1251800,Unenclosed,198,PQ CHELSEA INC,,124,7 AVENUE,,NEW YORK,NY,10011,2123599000
SIDEWALK CAFE,1251803,Unenclosed,126,PQ FIRST INC,LE PAIN QUOTIDIEN,1270,1 AVENUE,,NEW YORK,NY,10065,2123599000
SIDEWALK CAFE,1251807,Enclosed,262,SHANGRILA DELI CORP,SHANGRILA DELI,228,FORT WASHINGTON AVENUE,,NEW YORK,NY,10032,2129276685
SIDEWALK CAFE,1252203,Unenclosed,71,SALSA SALON INC,,47,EAST   12 STREET,,NEW YORK,NY,10003,2122537594
SIDEWALK CAFE,1252281,Unenclosed,166,ALN RESTAURANT INC,GIOVANNA'S,128,MULBERRY STREET,180 HESTER STREET,NEW YORK,NY,10013,2123439065
SIDEWALK CAFE,1252679,Unenclosed,720,7TH AVENUE RESTAURANT GROUP LLC,,130-138,7 AVENUE SOUTH,,NEW YORK,NY,10014,2123522237
SIDEWALK CAFE,1252802,Unenclosed,137,108 BAGEL CORP,,108-01,ROCKAWAY BEACH BOULEVARD,,QUEENS,NY,11694,5166419126
SIDEWALK CAFE,1252836,Enclosed,306,RIZ BAGELS INC.,,57-20,WOODSIDE AVENUE,,WOODSIDE,NY,11377,7188033595
SIDEWALK CAFE,1253042,Unenclosed,770,"7TH & BARROW, LLC",SUSHI SAMBA  # 7,87,7 AVENUE SOUTH,,NEW YORK,NY,10014,2126917885
SIDEWALK CAFE,1253169,Unenclosed,138,"T BURGER, LLC",,67,LAFAYETTE AVENUE,,BROOKLYN,NY,11217,7187973790
SIDEWALK CAFE,1253201,Unenclosed,83,NICA RESTAURANT CORP,NICA TRATTORIA,354,EAST   84 STREET,,NEW YORK,NY,10028,2124725040
SIDEWALK CAFE,1253206,Unenclosed,120,772 NINTH RESTAURANT CORP.,,772,9 AVENUE,,NEW YORK,NY,10019,2125865005
SIDEWALK CAFE,1253520,Unenclosed,237,PALOMBO INC.,,2400,ARTHUR AVENUE,,BRONX,NY,10458,7183298800
SIDEWALK CAFE,1253585,Unenclosed,196,TABOON RESTAURANT CORP.,TABOON,773,10 AVENUE,,NEW YORK,NY,10019,2127130271
SIDEWALK CAFE,1253726,Enclosed,1,611 HUDSON STREET CORP.,,611,HUDSON STREET,,NEW YORK,NY,10014,2126458622
SIDEWALK CAFE,1254082,Unenclosed,416,KMG GROUP LLC,MOLLY PITCHERS'S ALE HOUSE,1641,2 AVENUE,,NEW YORK,NY,10028,2122493067
SIDEWALK CAFE,1254298,Unenclosed,222,MARKT ON LADIES MILE LLC,,676,6 AVENUE,,NEW YORK,NY,10010,9172246363
SIDEWALK CAFE,1254413,Unenclosed,115,SCENIC ROUTE 66 CAFE INC,,858,9 AVENUE,,NEW YORK,NY,10019,2129777600
SIDEWALK CAFE,1254785,Unenclosed,376,"BOWERY F & B, LLC",,335,BOWERY,A.K.A. 4 EAST 3RD STREET,NEW YORK,NY,10003,2125131988
SIDEWALK CAFE,1254942,Unenclosed,369,3801 BROADWAY RESTAURANT CORP.,,38-01,BROADWAY,,L.I.C,NY,11103,7187771707
SIDEWALK CAFE,1255104,Unenclosed,138,SAFRAN INC.,,88,7 AVENUE,,NEW YORK,NY,10011,2129291778
SIDEWALK CAFE,1255149,Unenclosed,126,DULJO CORP.,BROTHERS PIZZA,30-50,14 STREET,,QUEENS,NY,11102,7187771111
SIDEWALK CAFE,1255573,Unenclosed,364,MDV BROADWAY LLC,TIME CAFE,44-18,BROADWAY,,ASTORIA,NY,11103,7186060500
SIDEWALK CAFE,1256251,Enclosed,390,VYNL ON SECOND LLC,,1491,2 AVENUE,,NEW YORK,NY,10075,2127654842
SIDEWALK CAFE,1256268,Unenclosed,207,"VYNL ON SECOND, LLC",,1491,2 AVENUE,,NEW YORK,NY,10075,2127654842
SIDEWALK CAFE,1256574,Unenclosed,418,SLD DELI GRILL INC,GRACIES'S CAFE,1530,YORK AVENUE,,NEW YORK,NY,10028,2125172667
SIDEWALK CAFE,1257055,Unenclosed,103,384 3RD AVE REST LLC,ARCTICA,384,3 AVENUE,,NEW YORK,NY,10016,9146326036
SIDEWALK CAFE,1257073,Unenclosed,270,SCHATZI CORP.,WALLSE RESTAURANT,342-344,WEST   11 STREET,,NEW YORK,NY,10014,2123522300
SIDEWALK CAFE,1257247,Unenclosed,95,"177 NAP, INC",FAMOUS BEN'S PIZZA OF SOHO,177,SPRING STREET,,NEW YORK,NY,10012,2129664494
SIDEWALK CAFE,1257387,Enclosed,511,"GEORGE'S SCC, INC",GEORGES RESTAURANT,3000,BUHRE AVENUE,,BRONX,NY,10461,7188635256
SIDEWALK CAFE,1257707,Unenclosed,110,1650 BROADWAY ASSOCIATES INC.,ELLEN'S STARBUST DINER,1650,BROADWAY,,NEW YORK,NY,10019,2125820161
SIDEWALK CAFE,1258092,Unenclosed,154,THE DOWNTOWN LLC,HOTEL ON RIVINGTON,107,RIVINGTON STREET,,NEW YORK,NY,10002,2124752600
SIDEWALK CAFE,1258099,Unenclosed,205,JAMES-ZAC CORP.,BRUNO THE KING OF RAVIOLI,282-284,FIRST AVENUE,,NEW YORK,NY,10009,2016460505
SIDEWALK CAFE,1258388,Unenclosed,81,TACO TACO INC,,1726,2 AVENUE,,NEW YORK,NY,10128,2122898226
SIDEWALK CAFE,1258524,Enclosed,364,88 2ND AVE FOOD CORP.,,88,2 AVENUE,,NEW YORK,NY,10003,2124208050
SIDEWALK CAFE,1259013,Unenclosed,410,"381 PARK AVENUE SOUTH, LLC",PRIME STEAKHOUSE,381,PARK AVENUE SOUTH,,NEW YORK,NY,10016,2128242600
SIDEWALK CAFE,1259219,Unenclosed,177,174 BEDFORD AVENUE BAR LLC,CHARLESTON,174,BEDFORD AVENUE,,BROOKLYN,NY,11211,7185999199
SIDEWALK CAFE,1259291,Unenclosed,158,LEX 90 CORP,CORRADO BAKERY,1361,LEXINGTON AVENUE,,NEW YORK,NY,10128,9146326036
SIDEWALK CAFE,1259520,Unenclosed,171,"JODAN, INC",CAFE BOULUD,20,EAST   76 STREET,,NEW YORK,NY,10021,2127722600
SIDEWALK CAFE,1260284,Unenclosed,190,276 COLUMBUS INC.,ARTE AROUND THE CORNER,270-276,COLUMBUS AVENUE,,NEW YORK,NY,10023,2128752195
SIDEWALK CAFE,1260889,Unenclosed,410,10 DOWNING LLC,10 DOWNING,10,DOWNING STREET,AKA 263 6TH AVE,NEW YORK,NY,10014,9175234972
SIDEWALK CAFE,1260890,Unenclosed,311,GOAT FIFTY LLC,,36,PECK SLIP,,NEW YORK,NY,10038,2123469090
SIDEWALK CAFE,1260966,Unenclosed,53,CANTALOUPE LLC,LOVELY DAY,196,ELIZABETH STREET,,NEW YORK,NY,10012,2129253310
SIDEWALK CAFE,1261303,Unenclosed,420,LITTLE MOROCCO RESTAURANT CORP.,,24-39,STEINWAY STREET,,QUEENS,NY,11103,7182048118
SIDEWALK CAFE,1261306,Unenclosed,172,IVY'S BISTRO LLC.,,385,GREENWICH STREET,,NEW YORK,NY,10013,2123431139
SIDEWALK CAFE,1261653,Unenclosed,40,"LMR N.H., INC.",BISTRO 60,37,EAST   60 STREET,,NEW YORK,NY,10022,2122301350
SIDEWALK CAFE,1261882,Unenclosed,274,PROVENCIO LTD,,341,7 AVENUE,,BROOKLYN,NY,11215,9178044534
SIDEWALK CAFE,1262190,Unenclosed,172,"COSI, INC",,2186,BROADWAY,,NEW YORK,NY,10024,2125955616
SIDEWALK CAFE,1262376,Unenclosed,219,DEAN'S REST. CORP.,DEAN'S,349,GREENWICH STREET,,NEW YORK,NY,10013,2126885916
SIDEWALK CAFE,1262390,Unenclosed,184,DHARADHARA LLC,,1426,3 AVENUE,,NEW YORK,NY,10028,6464166196
SIDEWALK CAFE,1263648,Unenclosed,369,ARTOPOLIS CAFE LTD,,1090,AMSTERDAM AVENUE,,NEW YORK,NY,10025,2126663744
SIDEWALK CAFE,1265442,Unenclosed,177,J OF K CORP,,427,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2125800007
SIDEWALK CAFE,1268609,Enclosed,814,TOSCA COAL BURNING OVEN INC,,4038,EAST TREMONT AVENUE,,BRONX,NY,10465,7184020872
SIDEWALK CAFE,1270176,Enclosed,481,HI-LIFE SECOND AVE. LLC,HI-LIFE RESTAURANT & LOUNGE,1503,2 AVENUE,,NEW YORK,NY,10075,9175629424
SIDEWALK CAFE,1271233,Enclosed,118,"NO GRANDE,INC.",,86,SOUTH PORTLAND AVENUE,,BROOKLYN,NY,11217,7186430000
SIDEWALK CAFE,1271529,Unenclosed,500,"MONA LISA CAFE, INC",,1476,86 STREET,,BROOKLYN,NY,11228,7188379053
SIDEWALK CAFE,1271565,Enclosed,365,MAGNOLIA COLUMBUS AVENUE LLC.,,200,COLUMBUS AVENUE,,NEW YORK,NY,10023,2127571177
SIDEWALK CAFE,1272598,Unenclosed,82,TRIBECA FOOD NY LLC,,329,GREENWICH STREET,,NEW YORK,NY,10013,9175843976
SIDEWALK CAFE,1272901,Enclosed,290,EL SAYED 1 CORP.,,93,AVENUE B,AKA 601 EAST 6 STREET,NEW YORK,NY,10009,9172927822
SIDEWALK CAFE,1273996,Unenclosed,160,"MERMAID 88, LLC",THE MERMAID INN,568,AMSTERDAM AVENUE,,NEW YORK,NY,10024,2127997400
SIDEWALK CAFE,1274348,Unenclosed,138,"BZ THAI RESTAURANT, INC.",LAND,1565,2 AVENUE,,NEW YORK,NY,10028,2124391847
SIDEWALK CAFE,1274576,Unenclosed,96,PAM REAL THAI II INC,,402,WEST   47 STREET,,NEW YORK,NY,10036,2123154441
SIDEWALK CAFE,1274769,Unenclosed,328,PQ 550 HUDSON INC,LE PAIN QUOTIDIEN,550,HUDSON STREET,,NEW YORK,NY,10014,2123599000
SIDEWALK CAFE,1274929,Unenclosed,133,LA MELA RISTORANTE ITALIANO INC,LA MELA RISTORANTE,167-171,MULBERRY STREET,,NEW YORK,NY,10013,2124319493
SIDEWALK CAFE,1274931,Unenclosed,245,SUSHI A GOGO INC,SUSHI A GOGO RESTAURANT,1900,BROADWAY,,NEW YORK,NY,10023,6462756820
SIDEWALK CAFE,1275009,Enclosed,"1,044",40-01 NORTHERN BOULEVARD CORP,,40-01,NORTHERN BOULEVARD,,QUEENS,NY,11101,9178418887
SIDEWALK CAFE,1275484,Unenclosed,232,THAI MARKET INC.,,960,AMSTERDAM AVENUE,,NEW YORK,NY,10025,2122804575
SIDEWALK CAFE,1275517,Enclosed,,AMBER JAPANESE REST. INC.,,221-223,COLUMBUS AVENUE,,NEW YORK,NY,10023,2127998100
